elevation,aspect,slope,hdist2water,vdist2water,hdist2road,shade_9am,shade_noon,shade_3pm,hdist2fire,w1,w2,w3,s1,s2,cov_type
3050,130,20,216,42,684,248,224,95,1419,0,0,1,0,0,2
2942,140,16,90,20,4543,242,234,116,1862,1,0,0,1,0,2
2983,69,11,384,69,3630,231,219,119,1604,1,0,0,1,0,2
2505,122,7,0,0,480,233,234,134,362,1,0,0,1,0,2
2923,270,5,295,39,1523,207,241,173,1332,0,0,1,1,0,2
2890,78,10,283,33,4044,234,221,118,6378,1,0,0,1,0,2
2725,315,6,247,13,1080,204,235,170,1980,1,0,0,1,0,2
2730,103,9,480,99,1565,235,229,125,1790,1,0,0,1,0,2
3068,81,14,212,21,4410,238,214,104,2610,1,0,0,1,0,2
2982,342,10,268,40,3554,198,224,165,1549,1,0,0,1,0,2
3078,165,7,258,19,433,226,242,150,1517,0,0,1,1,0,2
2692,48,12,295,15,1536,224,213,120,932,1,0,0,1,0,2
2749,105,7,85,8,1500,233,231,130,2697,1,0,0,1,0,2
2782,195,12,108,37,2975,218,250,164,1978,1,0,0,1,0,2
2959,58,12,30,3,1082,228,214,117,67,0,0,1,0,0,2
2754,28,11,268,15,1983,216,216,135,3660,1,0,0,1,0,2
2909,214,14,319,133,1529,205,253,181,1816,0,0,1,0,1,2
2895,113,6,242,25,2120,231,234,136,2536,1,0,0,1,0,2
2516,175,22,120,50,778,226,245,140,1116,0,0,1,1,0,2
3070,59,12,301,10,6746,229,215,117,2724,1,0,0,1,0,2
2481,18,11,0,0,595,211,217,142,1120,0,0,0,0,1,2
2745,317,18,313,-9,870,171,222,190,1167,0,0,1,1,0,2
2548,79,4,212,27,0,224,233,144,641,0,0,0,1,0,2
3116,264,25,170,37,3132,151,242,225,1537,0,0,1,1,0,2
3149,247,23,108,35,424,165,250,217,2272,0,1,0,0,0,2
2697,29,18,85,34,1095,211,197,117,1819,1,0,0,1,0,2
3392,80,9,306,29,725,233,223,122,769,0,1,0,1,0,2
3008,76,9,319,30,5258,232,223,124,6199,1,0,0,1,0,2
2712,19,11,30,0,1436,212,217,141,2255,1,0,0,1,0,2
2877,109,11,30,-2,5093,239,228,119,4248,1,0,0,1,0,2
2800,346,23,60,20,3005,168,195,161,362,0,0,1,0,1,2
3044,109,12,297,76,3851,241,226,113,2420,1,0,0,1,0,2
2931,92,6,120,-20,1205,230,230,133,2322,1,0,0,0,0,2
3220,101,15,67,14,30,244,218,99,741,0,1,0,1,0,2
3013,135,1,242,46,488,220,238,154,484,0,1,0,0,0,2
2635,343,7,175,26,503,205,229,162,1195,1,0,0,1,0,2
3015,1,18,874,146,2491,192,203,146,1410,0,0,1,1,0,2
2985,302,15,365,69,5367,176,232,195,1450,1,0,0,1,0,2
2850,321,12,30,10,5818,188,228,179,4540,1,0,0,1,0,2
2762,358,12,0,0,1092,201,217,154,1413,0,0,1,0,0,2
3216,230,4,108,-7,5974,214,243,166,1410,1,0,0,0,0,2
2835,121,15,60,13,1338,244,227,107,2546,0,0,1,1,0,2
2554,353,15,60,19,750,192,212,156,365,1,0,0,1,0,2
2988,338,7,175,-19,3955,205,230,164,1146,1,0,0,1,0,2
3134,27,8,201,19,1591,217,222,141,1129,0,1,0,1,0,2
2542,37,7,362,-18,899,220,224,140,541,1,0,0,1,0,2
2800,222,24,335,192,1400,183,254,198,1075,0,0,1,0,1,2
2937,139,9,300,15,4135,234,238,135,4380,1,0,0,1,0,2
2537,72,8,95,0,690,230,224,127,153,1,0,0,1,0,2
2762,25,17,216,89,228,209,200,123,2670,1,0,0,1,0,2
2941,0,2,67,4,1714,216,234,156,162,0,0,1,1,0,2
2753,107,6,124,8,382,231,232,134,2620,0,0,1,1,0,2
3010,34,12,365,60,1248,218,214,130,2379,1,0,0,1,0,2
2972,97,10,255,31,4811,237,225,119,4410,1,0,0,1,0,2
3240,133,12,330,-90,467,239,234,124,3444,0,1,0,1,0,2
2847,333,15,162,36,4072,184,220,174,5260,1,0,0,1,0,2
2959,259,30,150,73,6254,134,240,235,4734,1,0,0,1,0,2
3107,26,19,793,258,808,208,196,118,1476,1,0,0,1,0,2
3168,60,8,190,8,5240,226,224,132,2912,1,0,0,1,0,2
2920,98,13,124,27,3421,241,222,109,2348,1,0,0,1,0,2
2870,24,20,85,27,1660,205,194,120,2546,0,0,1,1,0,2
2736,55,9,451,55,531,226,221,128,2758,1,0,0,1,0,2
2956,45,5,234,51,3378,221,229,143,1742,1,0,0,1,0,2
2886,63,6,285,-41,553,226,227,135,1972,1,0,0,1,0,2
2844,120,7,0,0,2681,232,235,136,2366,1,0,0,0,0,2
2689,342,11,430,72,1249,197,223,165,1415,1,0,0,1,0,2
2859,165,24,175,64,2015,233,239,123,1392,0,0,1,0,1,2
2531,67,9,60,10,30,229,222,125,787,0,0,0,1,0,2
2662,17,16,175,31,1530,205,205,133,1443,1,0,0,1,0,2
2897,120,14,108,27,1560,244,227,109,2170,0,0,1,1,0,2
2714,217,24,300,106,1822,187,254,193,1448,0,0,1,0,1,2
3110,98,9,67,2,5306,235,228,124,805,1,0,0,1,0,2
2820,250,23,360,177,1560,163,249,218,1387,0,0,1,0,1,2
2939,215,8,175,20,5219,213,248,171,3889,1,0,0,1,0,2
2891,43,23,390,101,1237,218,184,90,2773,0,0,1,1,0,2
2805,20,12,90,32,1956,212,215,139,2910,1,0,0,1,0,2
2991,74,10,60,9,968,233,220,119,1507,0,0,1,0,0,2
2909,82,2,258,0,4065,221,236,151,5776,1,0,0,0,0,2
2978,145,14,361,139,997,239,237,125,691,1,0,0,1,0,2
3038,221,15,1129,193,3030,200,253,186,1218,0,0,1,1,0,2
3020,122,16,30,-1,832,245,226,104,335,0,0,1,0,0,2
3064,97,13,85,12,1722,241,221,108,2928,1,0,0,1,0,2
3052,94,20,713,247,713,247,205,78,1537,1,0,0,1,0,2
2925,95,14,313,61,3084,241,219,104,2456,1,0,0,1,0,2
2874,291,15,60,7,5558,177,236,199,967,1,0,0,1,0,2
2956,184,13,570,54,2791,223,249,156,2172,0,0,1,1,0,2
2818,128,14,90,0,2676,242,231,115,4027,1,0,0,1,0,2
2836,111,3,0,0,2881,225,236,145,2200,1,0,0,0,0,2
2575,176,14,67,4,390,226,247,149,1310,1,0,0,1,0,2
2776,73,14,95,15,2133,236,213,105,3422,1,0,0,1,0,2
2872,132,18,108,23,2676,246,228,102,2040,1,0,0,1,0,2
2860,79,8,124,12,2821,231,225,126,2751,1,0,0,1,0,2
2951,27,11,201,43,4532,216,216,136,2801,1,0,0,1,0,2
2681,61,5,120,5,1818,224,229,141,5385,1,0,0,1,0,2
2715,167,13,90,13,1717,230,244,144,942,1,0,0,1,0,2
2728,328,12,510,13,1075,191,226,175,1034,1,0,0,1,0,2
3067,336,11,242,10,3301,194,225,169,1209,0,0,1,1,0,2
2165,351,17,0,0,180,188,209,157,607,0,0,0,0,1,2
3123,146,9,242,25,95,232,239,139,4857,0,1,0,0,0,2
2990,315,4,511,69,1693,209,236,166,630,0,0,1,1,0,2
2874,133,19,60,16,5508,247,227,100,700,1,0,0,1,0,2
3153,177,9,1213,206,3042,225,246,153,1708,0,0,1,1,0,2
2885,15,11,268,45,2725,210,216,142,2621,1,0,0,1,0,2
2808,42,11,268,47,1480,222,216,128,1183,0,0,1,0,1,2
2984,256,27,335,171,1504,148,245,228,335,0,0,1,0,1,2
2571,40,24,108,44,1065,213,178,88,1179,0,0,1,1,0,2
2340,294,15,285,6,124,178,236,197,716,0,0,0,1,0,2
3068,309,9,30,7,2592,194,234,180,1879,0,0,1,0,0,2
2702,252,22,30,3,2118,165,249,217,872,0,0,1,0,0,2
3034,284,14,576,76,2624,182,240,198,1142,0,0,1,1,0,2
3107,172,20,990,84,3144,228,245,139,2402,0,0,1,1,0,2
2896,315,23,170,42,5798,154,215,198,4692,1,0,0,1,0,2
3000,75,7,339,56,3918,229,226,130,1426,1,0,0,1,0,2
2810,254,37,300,161,1855,115,235,241,1448,0,0,1,0,1,2
2532,153,9,60,-3,677,231,241,141,335,1,0,0,1,0,2
2907,101,18,30,5,1443,247,213,88,1452,1,0,0,1,0,2
3140,4,9,283,58,5030,208,222,151,446,1,0,0,1,0,2
2634,129,22,42,17,1714,250,221,87,1308,1,0,0,1,0,2
2961,272,26,382,151,1689,143,237,228,636,0,0,1,1,0,2
3075,139,11,277,51,4303,236,237,130,2505,1,0,0,1,0,2
2938,83,17,268,117,558,242,207,89,638,0,0,1,1,0,2
2929,62,8,162,33,4671,227,223,130,1761,1,0,0,1,0,2
2767,30,14,127,12,1172,215,208,127,2340,1,0,0,1,0,2
2970,281,10,854,177,1006,194,241,187,2329,0,0,1,1,0,2
2682,115,4,0,0,1627,227,236,144,3755,1,0,0,0,0,2
2538,83,6,170,-3,960,228,230,137,661,1,0,0,1,0,2
2851,333,1,0,0,2858,216,237,158,2634,1,0,0,0,0,2
3060,32,8,85,1,1460,219,224,141,2313,1,0,0,1,0,2
2994,68,15,150,12,2370,234,208,101,2043,0,0,1,1,0,2
2604,135,14,42,6,541,241,233,118,1465,1,0,0,1,0,2
2916,63,6,379,3,4622,226,227,135,4207,1,0,0,0,0,2
2962,15,11,201,70,2070,210,216,142,2362,0,0,1,1,0,2
3172,203,9,120,9,2774,216,248,167,1140,0,0,1,0,0,2
2806,22,27,190,10,860,192,170,102,1034,0,0,1,1,0,2
2904,230,29,228,103,3192,163,251,212,1621,0,0,1,0,1,2
2748,173,26,153,51,2479,226,242,131,2440,1,0,0,1,0,2
2664,83,13,532,10,716,238,217,108,1323,1,0,0,1,0,2
2687,108,14,42,3,1209,243,223,107,631,0,0,1,1,0,2
3044,62,4,342,-3,2476,223,232,145,780,1,0,0,1,0,2
2878,302,12,339,25,2415,186,234,188,2563,1,0,0,1,0,2
2707,172,9,42,2,2145,226,245,151,690,0,0,1,0,1,2
2827,332,26,247,81,3684,150,196,180,1149,1,0,0,1,0,2
2895,252,15,30,5,890,186,249,200,661,0,0,1,0,0,2
2756,94,9,85,1,1891,235,226,122,1207,1,0,0,1,0,2
3233,352,9,30,-2,1842,205,225,158,1745,0,1,0,0,0,2
2985,90,15,376,3,4387,242,214,98,3421,1,0,0,1,0,2
2627,255,18,350,54,931,177,249,208,1692,1,0,0,1,0,2
3024,189,9,750,157,5854,221,247,160,3819,1,0,0,0,0,2
2969,281,8,270,54,2936,199,241,182,1443,0,0,1,1,0,2
3034,304,14,30,8,1702,179,231,192,1544,0,0,1,1,0,2
3047,63,4,330,0,2687,224,231,143,874,1,0,0,0,0,2
2978,229,9,30,-1,2707,207,249,179,255,0,0,1,1,0,2
3029,49,10,1092,231,2906,224,218,127,1142,0,0,1,1,0,2
2897,282,12,0,0,4147,188,241,193,560,1,0,0,1,0,2
3104,121,22,127,13,876,251,217,82,484,0,0,1,1,0,2
2995,316,16,90,19,2580,176,225,188,942,1,0,0,1,0,2
2762,333,19,175,66,1917,173,212,177,808,0,0,1,1,0,2
3292,74,11,150,18,1140,233,219,116,3343,0,1,0,1,0,2
2941,172,10,324,24,4981,227,245,150,2686,1,0,0,1,0,2
2866,354,18,240,53,2940,186,205,155,1860,0,0,1,1,0,2
2731,297,32,277,83,953,116,211,226,1471,0,0,1,1,0,2
2857,337,12,201,49,4108,195,224,168,5235,1,0,0,1,0,2
2975,349,23,277,2,1063,170,194,158,785,0,0,1,1,0,2
2960,200,14,379,39,2099,214,252,170,2058,0,0,1,1,0,2
2965,218,25,430,33,1053,185,254,195,366,0,0,1,0,1,2
2782,258,15,201,40,1987,184,248,201,1003,0,0,1,1,0,2
2889,200,6,285,57,990,218,245,163,1784,0,0,1,0,1,2
2705,108,19,42,19,1158,249,214,85,2094,1,0,0,1,0,2
2625,48,13,67,4,976,224,211,119,1674,0,0,1,1,0,2
3041,356,10,85,0,1748,204,222,156,1570,0,0,1,1,0,2
2595,62,18,124,5,1561,232,201,94,1944,0,0,1,0,1,2
2715,58,19,484,45,1289,230,197,92,1533,1,0,0,0,0,2
3084,38,14,573,9,1374,219,208,121,2845,0,0,1,1,0,2
2818,97,14,60,13,2166,242,219,104,2522,1,0,0,1,0,2
3039,208,5,1060,239,2906,217,244,164,1250,0,0,1,1,0,2
2596,335,12,60,11,1790,193,224,170,4535,1,0,0,1,0,2
2553,343,19,30,13,212,178,207,166,1772,1,0,0,0,0,2
2969,331,15,201,54,4365,183,220,175,2270,1,0,0,1,0,2
3279,135,1,313,12,4953,220,238,154,674,1,0,0,1,0,2
3336,291,24,1018,248,3842,146,228,219,2385,0,0,1,1,0,2
2563,22,20,150,36,2524,204,194,121,663,0,0,1,0,1,2
3222,36,4,0,0,430,219,230,148,1015,0,1,0,0,0,2
2965,6,6,424,52,3548,212,227,153,1698,1,0,0,1,0,2
3008,254,19,940,166,2851,174,249,211,1398,0,0,1,1,0,2
2921,19,18,182,42,1566,204,199,127,2711,0,0,1,1,0,2
2829,49,9,531,41,930,224,220,129,1503,0,0,1,0,1,2
2787,121,31,85,41,2222,254,198,47,592,0,0,1,0,1,2
2873,281,24,150,62,5123,147,234,223,4696,1,0,0,1,0,2
2953,131,5,90,-4,3863,228,237,144,1276,1,0,0,1,0,2
2972,0,3,134,7,5042,215,234,156,5760,1,0,0,0,0,2
2669,235,29,30,5,2596,157,250,218,1779,0,0,1,0,1,2
2872,192,28,240,110,1452,205,249,160,1825,0,0,1,0,1,2
2586,125,15,0,0,1464,244,228,109,1323,0,0,1,0,1,2
3001,220,14,342,-36,1998,203,253,183,962,0,0,1,1,0,2
2979,31,16,743,157,1430,214,203,120,2700,0,0,1,1,0,2
2959,81,21,210,73,5808,243,197,74,4628,1,0,0,1,0,2
2998,144,15,509,30,6309,240,236,120,3010,1,0,0,1,0,2
2778,35,13,594,89,365,218,210,125,1055,0,0,1,0,1,2
2869,110,9,323,57,2424,236,230,126,1972,1,0,0,1,0,2
2734,118,12,212,34,1670,241,229,116,2524,1,0,0,1,0,2
2973,269,27,907,307,2452,139,237,231,1566,0,0,1,0,1,2
2613,82,13,212,-13,360,238,216,107,1226,1,0,0,1,0,2
3191,18,12,480,131,1530,210,214,139,2292,0,0,1,1,0,2
2666,6,22,30,7,1148,187,191,135,3212,1,0,0,0,0,2
2785,340,13,192,42,2728,192,220,167,2661,1,0,0,1,0,2
2680,55,11,150,2,1894,227,216,121,1589,0,0,1,0,1,2
2971,2,27,342,80,1801,173,179,134,1500,0,0,1,1,0,2
2959,307,5,95,23,4720,207,237,169,6016,1,0,0,1,0,2
2955,86,10,108,2,4579,235,223,119,2306,1,0,0,0,0,2
3092,213,19,216,7,1838,199,254,185,295,0,0,1,1,0,2
2814,122,7,300,30,1967,233,234,134,1245,1,0,0,1,0,2
2880,101,11,134,3,1154,239,225,115,2356,0,0,1,1,0,2
2319,14,21,150,68,210,196,192,127,918,0,0,0,0,1,2
3003,142,19,258,98,1410,244,232,108,1829,0,0,1,1,0,2
2955,64,12,90,26,2130,231,215,114,2045,0,0,1,1,0,2
3138,52,6,330,29,4195,223,227,140,1922,1,0,0,1,0,2
2998,252,27,150,82,2829,150,246,227,2167,0,0,1,1,0,2
2932,312,13,300,51,890,184,230,186,1981,0,0,1,1,0,2
2875,121,12,283,0,1209,240,230,117,2080,1,0,0,1,0,2
2995,61,6,60,3,2940,225,227,136,1699,1,0,0,1,0,2
2593,90,1,0,0,1584,221,236,151,1149,1,0,0,0,0,2
2882,141,7,0,0,3111,230,238,141,1974,1,0,0,0,0,2
2955,267,13,510,62,5835,186,245,197,6263,1,0,0,1,0,2
2911,45,14,95,16,604,223,210,118,1579,0,0,1,1,0,2
3041,236,10,849,37,5995,202,249,184,3818,1,0,0,1,0,2
3064,59,13,458,-8,3975,230,211,112,3520,1,0,0,1,0,2
3222,322,10,0,0,4715,194,230,176,1275,1,0,0,0,0,2
2962,146,5,306,135,5105,227,239,146,5015,1,0,0,1,0,2
3169,190,14,295,46,2377,219,250,161,930,0,0,1,1,0,2
2780,45,8,524,50,2679,223,223,135,1900,0,0,1,1,0,2
3267,13,26,558,90,1663,184,176,119,2275,0,1,0,1,0,2
3054,39,16,755,-20,1500,219,203,115,2836,0,0,1,1,0,2
2804,35,13,351,70,134,218,211,127,808,0,0,1,0,1,2
2803,29,15,201,39,892,213,206,125,633,0,0,1,1,0,2
3195,62,14,470,102,3847,231,211,110,2888,1,0,0,1,0,2
2715,256,2,457,27,560,214,240,163,750,0,0,1,1,0,2
2793,347,21,180,50,1256,176,201,160,2222,0,0,1,1,0,2
3075,264,21,120,19,793,163,244,218,1559,0,0,1,1,0,2
2910,51,12,285,12,2240,226,213,119,655,0,0,1,1,0,2
3108,72,10,192,25,2391,232,221,120,1140,1,0,0,1,0,2
2785,67,14,277,42,2864,233,211,107,6694,1,0,0,1,0,2
2963,57,23,351,120,1775,229,186,79,2796,0,0,1,1,0,2
2853,15,14,108,43,108,207,210,138,362,1,0,0,1,0,2
2699,18,11,67,16,1608,211,216,141,3670,1,0,0,1,0,2
2595,148,13,218,54,313,237,238,129,1622,1,0,0,1,0,2
3137,247,7,702,130,6238,205,246,179,1437,1,0,0,1,0,2
2988,49,13,509,46,4357,225,211,118,4227,1,0,0,1,0,2
2998,304,7,457,95,3167,201,237,175,1443,1,0,0,1,0,2
2618,340,35,95,43,876,128,168,165,2270,1,0,0,1,0,2
3048,203,22,649,83,1480,202,253,176,443,0,0,1,0,1,2
3067,304,10,277,-1,2066,192,235,183,2316,0,0,1,1,0,2
2968,201,12,510,51,5130,215,250,169,2852,1,0,0,1,0,2
2700,231,37,60,0,1595,137,243,221,1189,0,0,1,0,1,2
2822,21,17,90,9,2906,207,201,127,1981,0,0,1,1,0,2
3273,147,14,371,33,3237,238,238,126,1198,0,0,1,1,0,2
2936,22,18,212,50,5929,206,198,124,4527,1,0,0,1,0,2
2870,204,9,201,20,5017,215,249,168,4294,1,0,0,1,0,2
2751,258,32,256,102,1851,127,238,238,1388,0,0,1,0,1,2
3004,98,5,446,116,2438,228,233,138,1839,0,0,1,1,0,2
2680,36,17,134,50,1611,217,202,115,1149,0,0,1,1,0,2
2845,40,11,212,47,2442,221,216,129,3143,1,0,0,1,0,2
2965,270,9,488,65,5597,198,243,185,4626,1,0,0,1,0,2
3075,356,19,716,237,732,185,202,151,1423,1,0,0,1,0,2
2912,11,12,124,22,1922,207,214,144,1448,0,0,1,1,0,2
3116,49,9,268,11,5275,224,220,130,999,1,0,0,1,0,2
3132,173,8,247,9,234,225,244,152,4971,0,1,0,0,0,2
3120,131,15,153,1,2120,243,231,113,2118,0,0,1,1,0,2
3181,310,27,577,40,175,137,210,208,2214,0,0,1,1,0,2
2770,339,19,85,29,1637,176,209,170,2914,1,0,0,1,0,2
2909,272,6,180,0,4943,203,242,178,3589,1,0,0,0,0,2
2647,200,21,301,-6,430,206,253,172,713,0,0,1,0,1,2
3281,301,15,256,86,5086,177,232,195,1371,1,0,0,1,0,2
2919,64,9,190,-8,691,229,221,125,2028,1,0,0,0,0,2
2574,23,7,247,-2,541,216,225,145,1136,0,0,1,0,1,2
3004,54,17,540,117,1708,228,202,102,3107,0,0,1,1,0,2
2749,225,5,0,0,1965,213,244,168,912,1,0,0,0,0,2
3074,31,6,120,3,3596,219,228,145,1537,1,0,0,1,0,2
2607,196,12,210,-29,2670,217,250,166,2083,0,0,1,1,0,2
2813,237,30,192,128,1956,153,249,221,1176,0,0,1,0,1,2
2980,175,11,446,187,2964,226,246,151,1528,0,0,1,0,1,2
3077,49,4,277,43,2803,222,230,144,1397,0,0,1,1,0,2
2984,136,15,0,0,752,242,233,115,1448,0,0,1,1,0,2
2928,83,22,30,2,1350,244,196,70,1490,1,0,0,1,0,2
3218,207,2,95,-2,5966,218,241,160,1470,1,0,0,0,0,2
2954,294,6,309,27,1950,204,239,174,2029,0,0,1,1,0,2
2560,44,18,90,8,755,221,197,104,750,1,0,0,0,0,2
2886,63,14,0,0,513,232,211,109,1448,0,0,1,1,0,2
2832,101,12,268,45,713,240,224,112,182,1,0,0,1,0,2
2921,46,15,361,11,2430,223,205,111,2431,1,0,0,1,0,2
3004,83,6,469,9,6337,228,230,137,2977,1,0,0,1,0,2
3136,150,23,124,20,1113,242,232,106,990,0,0,1,0,0,2
2938,27,1,395,25,3734,218,236,155,4257,1,0,0,1,0,2
2765,147,10,240,41,2789,233,239,137,2391,1,0,0,1,0,2
3139,188,19,531,128,1998,218,250,159,1991,0,0,1,1,0,2
2951,260,16,990,285,2505,179,247,205,1489,0,0,1,0,1,2
3030,325,23,323,-10,1905,157,208,188,1639,0,0,1,1,0,2
2892,60,10,454,133,1464,228,219,123,1620,0,0,1,1,0,2
2896,320,11,30,6,1950,191,229,178,768,0,0,1,0,0,2
2866,341,11,295,35,2382,197,224,165,2518,1,0,0,1,0,2
3162,322,11,339,63,4052,193,229,176,1033,1,0,0,1,0,2
3282,79,13,420,8,900,237,216,107,3378,0,1,0,1,0,2
3141,248,24,192,55,2872,162,249,219,335,0,0,1,0,1,2
3116,101,12,454,57,600,240,224,112,1205,0,0,1,1,0,2
2705,146,24,90,34,2282,245,228,98,2522,1,0,0,1,0,2
2801,310,12,0,0,4868,187,232,185,4729,1,0,0,1,0,2
2952,9,13,127,12,3820,205,213,144,2252,1,0,0,1,0,2
2853,36,21,201,29,3724,214,190,104,2809,1,0,0,1,0,2
2880,52,20,90,23,5448,226,194,94,711,1,0,0,1,0,2
2959,130,11,30,0,4095,238,234,125,2163,1,0,0,1,0,2
2942,280,18,218,-32,1142,169,239,209,824,0,0,1,1,0,2
2790,332,9,42,6,834,198,228,170,2821,0,0,1,1,0,2
3116,129,20,351,3,3632,248,224,95,3091,1,0,0,1,0,2
2938,144,13,277,22,4698,238,237,127,400,1,0,0,1,0,2
2946,17,6,361,17,3960,215,228,150,4715,1,0,0,1,0,2
2578,23,22,228,103,2220,202,189,116,600,0,0,1,0,1,2
2931,104,19,190,56,3744,248,213,86,2594,1,0,0,1,0,2
2597,23,2,108,0,466,218,235,154,6119,1,0,0,1,0,2
3169,104,12,541,61,5347,240,225,114,1150,1,0,0,1,0,2
3171,180,2,30,0,5616,220,240,157,1809,1,0,0,0,0,2
3057,112,15,228,-12,4198,245,223,102,2568,1,0,0,1,0,2
2958,95,14,95,18,3820,241,219,104,2072,1,0,0,1,0,2
2839,153,12,474,103,1355,234,240,135,603,0,0,1,1,0,2
3135,225,8,124,-7,2713,209,248,176,779,0,0,1,1,0,2
3058,210,19,1181,177,3230,202,254,182,1332,0,0,1,1,0,2
2816,311,20,330,168,1237,163,222,198,1426,0,0,1,1,0,2
3031,15,11,811,112,5442,210,217,143,5546,1,0,0,1,0,2
2509,276,13,90,15,319,184,242,198,636,0,0,0,0,1,2
2927,38,11,234,54,3417,220,216,130,4664,1,0,0,1,0,2
3221,4,12,95,-3,1041,204,218,150,2914,0,1,0,0,0,2
2860,87,29,127,26,5538,248,179,40,4564,1,0,0,1,0,2
2599,350,26,60,32,511,165,188,154,2012,1,0,0,1,0,2
3065,59,16,30,-5,2643,231,205,102,3063,0,0,1,1,0,2
3071,28,4,30,0,3296,218,232,150,1209,1,0,0,0,0,2
2733,233,5,242,16,2579,212,244,169,5077,1,0,0,1,0,2
2608,342,19,90,22,1987,177,207,167,1490,0,0,1,0,1,2
2945,47,11,30,0,3840,224,217,126,2160,1,0,0,0,0,2
3146,117,16,390,108,330,246,224,102,1786,1,0,0,0,0,2
2809,96,15,108,18,2045,242,218,101,1702,0,0,1,1,0,2
2931,94,27,108,29,1406,250,189,49,1454,1,0,0,1,0,2
2991,49,15,201,6,4582,225,206,111,2732,1,0,0,1,0,2
3244,11,8,624,96,5870,211,223,148,2534,1,0,0,1,0,2
3069,346,10,30,0,3197,201,225,162,5286,1,0,0,1,0,2
2685,0,18,242,73,2468,190,203,147,1392,0,0,1,0,1,2
2711,102,11,0,0,1758,239,225,116,1445,0,0,1,0,1,2
3067,95,16,256,28,4412,244,215,96,2571,1,0,0,1,0,2
3070,288,5,684,36,6252,207,239,171,3104,1,0,0,1,0,2
2962,319,16,277,44,4804,178,224,186,1956,1,0,0,1,0,2
3077,126,6,446,-51,6205,231,236,138,2779,1,0,0,1,0,2
2979,356,20,127,21,277,183,199,150,1471,0,0,1,1,0,2
2955,7,6,277,10,3477,213,229,153,6096,1,0,0,0,0,2
2828,19,15,430,52,2340,208,207,133,2271,1,0,0,0,0,2
2987,77,12,268,49,2100,235,218,113,1867,0,0,1,1,0,2
2794,47,10,0,0,2469,224,217,127,1718,1,0,0,1,0,2
3174,294,23,270,97,1652,148,226,216,2212,0,0,1,1,0,2
2631,225,6,242,14,497,212,245,170,1150,1,0,0,1,0,2
3067,220,12,626,200,6163,206,251,181,3749,1,0,0,1,0,2
2586,22,16,228,10,878,208,205,130,162,1,0,0,1,0,2
3154,110,5,190,15,663,228,234,140,2571,0,1,0,0,0,2
2906,64,6,42,0,2116,226,228,136,2274,1,0,0,1,0,2
3219,195,26,443,-13,2069,206,250,165,1101,1,0,0,1,0,2
2627,33,24,335,9,1052,207,180,97,212,1,0,0,0,0,2
2868,221,31,630,323,1172,167,251,203,1695,0,0,1,1,0,2
2709,141,7,124,-16,1770,230,238,141,967,1,0,0,1,0,2
3045,97,16,218,42,2423,244,215,95,1922,0,0,1,1,0,2
2815,290,8,85,19,2772,198,239,181,4420,1,0,0,1,0,2
3042,63,5,30,-1,2497,225,229,139,2960,0,0,1,1,0,2
2720,49,10,134,31,1670,224,218,127,1684,0,0,1,0,1,2
2564,24,10,283,59,495,215,218,140,1121,0,0,1,0,1,2
3034,242,11,541,43,5883,198,249,189,4651,1,0,0,1,0,2
2924,27,11,0,0,3280,216,216,136,2285,1,0,0,0,0,2
2881,106,18,365,85,942,248,215,88,671,1,0,0,1,0,2
2951,111,21,67,16,3840,250,213,81,1140,1,0,0,1,0,2
2977,74,12,150,21,4255,235,217,112,854,1,0,0,1,0,2
3029,82,15,474,90,402,239,213,100,1908,0,0,1,1,0,2
2836,40,12,335,57,1383,221,214,126,2733,0,0,1,1,0,2
3184,126,2,210,6,5332,223,237,151,2731,1,0,0,0,0,2
2894,181,19,134,35,1020,223,248,150,2065,0,0,1,1,0,2
3246,263,6,537,12,404,205,243,176,752,0,0,1,1,0,2
2725,342,7,90,9,2430,206,230,162,4456,1,0,0,1,0,2
3100,219,3,301,-28,6280,216,243,164,2609,1,0,0,1,0,2
2783,77,9,0,0,3916,232,223,122,1215,1,0,0,0,0,2
3025,56,5,402,5,1590,224,228,140,1302,0,0,1,1,0,2
2946,143,5,361,56,3161,227,239,145,1999,1,0,0,1,0,2
2854,156,24,150,59,1994,239,235,111,1362,0,0,1,0,1,2
2982,236,10,630,86,5967,202,249,184,6256,1,0,0,1,0,2
3299,183,12,371,59,3298,223,248,156,1261,0,0,1,1,0,2
2890,24,8,351,20,4039,216,222,143,6447,1,0,0,0,0,2
3095,4,7,180,26,541,211,227,153,1530,1,0,0,0,0,2
2956,4,11,190,69,2040,205,219,150,2353,0,0,1,1,0,2
2640,287,13,60,15,1482,183,239,196,781,0,0,1,1,0,2
2541,3,16,60,4,1371,196,207,146,1434,0,0,1,0,1,2
2718,288,14,201,-9,1848,178,238,199,524,0,0,1,1,0,2
2808,252,2,30,0,658,215,239,161,2429,0,0,1,0,0,2
3004,36,18,390,179,420,215,196,110,859,1,0,0,1,0,2
2907,60,9,258,28,3242,227,221,127,2431,1,0,0,1,0,2
2680,60,13,162,29,2574,230,213,114,931,0,0,1,0,1,2
3001,313,16,67,17,2632,174,226,191,957,1,0,0,0,0,2
2924,126,11,67,10,3630,239,233,123,2203,1,0,0,1,0,2
2695,54,10,30,2,1920,226,218,125,1177,1,0,0,1,0,2
3188,17,13,190,13,3222,208,211,138,3242,0,0,1,1,0,2
2877,311,4,108,10,3199,208,237,168,3948,1,0,0,0,0,2
